player_id,player_name,birth_date,position,is_active,weight,height,draft_year
1641721,Maxwell Lewis,2002-07-27T00:00:00,Forward,1,215,6-7,2023
1630604,E.J. Liddell,2000-12-18T00:00:00,Forward,1,240,6-6,2022
203081,Damian Lillard,1990-07-15T00:00:00,Guard,1,195,6-2,2012
1641726,Dereck Lively II,2004-02-12T00:00:00,Center,1,230,7-1,2023
1641753,Chris Livingston,2003-10-15T00:00:00,Forward,1,220,6-6,2023
1626172,Kevon Looney,1996-02-06T00:00:00,Forward,1,222,6-9,2015
201572,Brook Lopez,1988-04-01T00:00:00,Center,1,282,7-1,2008
201567,Kevin Love,1988-09-07T00:00:00,Forward-Center,1,251,6-8,2008
200768,Kyle Lowry,1986-03-25T00:00:00,Guard,1,196,6-0,2006
1626168,Trey Lyles,1995-11-05T00:00:00,Forward,1,234,6-9,2015
1630572,Sandro Mamukelashvili,1999-05-23T00:00:00,Forward-Center,1,240,6-9,2021
1629611,Terance Mann,1996-10-18T00:00:00,Guard-Forward,1,215,6-5,2019
1630544,Tre Mann,2001-02-03T00:00:00,Guard,1,178,6-3,2021
1628374,Lauri Markkanen,1997-05-22T00:00:00,Forward-Center,1,240,7-0,2017
1630230,Naji Marshall,1998-01-24T00:00:00,Forward,1,220,6-6,Undrafted
1628997,Caleb Martin,1995-09-28T00:00:00,Forward,1,205,6-5,Undrafted
1628998,Cody Martin,1995-09-28T00:00:00,Forward,1,205,6-6,2019
1641798,Jaylen Martin,2004-01-28T00:00:00,Guard,1,216,6-6,Undrafted
1630231,KJ Martin,2001-01-06T00:00:00,Forward,1,215,6-6,2020
1631213,Tyrese Martin,1999-03-07T00:00:00,Forward,1,215,6-6,2022
1629726,Garrison Mathews,1996-10-24T00:00:00,Guard,1,215,6-6,Undrafted
1631097,Bennedict Mathurin,2002-06-19T00:00:00,Guard-Forward,1,210,6-5,2022
1631255,Karlo Matković,2001-03-30T00:00:00,Forward-Center,1,231,6-10,2022
1630178,Tyrese Maxey,2000-11-04T00:00:00,Guard,1,200,6-2,2020
1630540,Miles McBride,2000-09-08T00:00:00,Guard,1,195,6-1,2021
1642272,Jared McCain,2004-02-20T00:00:00,Guard,1,195,6-3,2024
1630644,Mac McClung,1999-01-06T00:00:00,Guard,1,185,6-2,Undrafted
203468,CJ McCollum,1991-09-19T00:00:00,Guard,1,190,6-3,2013
204456,T.J. McConnell,1992-03-25T00:00:00,Guard,1,190,6-1,2015
1641755,Kevin McCullar Jr.,2001-03-15T00:00:00,Guard,1,210,6-6,2024
1630183,Jaden McDaniels,2000-09-29T00:00:00,Forward,1,185,6-9,2020
1629667,Jalen McDaniels,1998-01-31T00:00:00,Forward,0,190,6-9,2019
203926,Doug McDermott,1992-01-03T00:00:00,Forward,1,225,6-6,2014
1631121,Bryce McGowens,2002-11-08T00:00:00,Guard,1,190,6-6,2022
